,table1,col1,table2,col2,sim_score
527,Falting2021-04,Simplification,Pfeil2006-12,Fix Link,0.7814814814814814
528,Yang2016-08,Relocation,Pfeil2006-12,Fix Link,0.7814814814814814
529,Yang2017-01,Clarification,Liu2014-14,Reference insertion,0.781217750257998
530,Falting2021-04,Clarification,Liu2014-14,Reference insertion,0.781217750257998
531,Spangher2022-05,Addition,Liu2014-14,Reference insertion,0.781217750257998
532,Du2022-07,Coherence,Liu2014-14,Link modification,0.7811965811965813
533,Yang2017-01,Counter Vandalism,Daxenberger2012-09,Relocation,0.7796491228070175
534,Yang2017-01,Counter Vandalism,Daxenberger2013-17,Relocation,0.7796491228070175
535,Yang2017-01,Point of View,Pfeil2006-12,Add Link,0.7789682539682541
536,Yang2017-01,Point of View,Jones2008-13,Add Link,0.7789682539682541
537,Falting2021-04,Point of View,Pfeil2006-12,Add Link,0.7789682539682541
538,Falting2021-04,Point of View,Jones2008-13,Add Link,0.7789682539682541
539,Anthonio2020-03,Information Modification/Insertion,Daxenberger2012-09,Information-Deletion,0.7788717948717949
540,Anthonio2020-03,Information Modification/Insertion,Daxenberger2013-17,Information-Deletion,0.7788717948717949
541,Yang2017-01,Fact Update,Liu2014-14,Reference insertion,0.7787878787878788
542,Rajagopal2022-02,Fact Update,Liu2014-14,Reference insertion,0.7787878787878788
543,Falting2021-04,Fact Update,Liu2014-14,Reference insertion,0.7787878787878788
544,Zhang2015-06,General Content,Liu2014-14,Link insertion,0.7786324786324788
545,Yang2017-01,Process,Pfeil2006-12,Add Link,0.7777777777777779
546,Yang2017-01,Process,Jones2008-13,Add Image,0.7777777777777779
547,Yang2017-01,Process,Jones2008-13,Add Link,0.7777777777777779
548,Yang2017-01,Counter Vandalism,Rathjens1985-15,Order,0.7777777777777779
549,Rajagopal2022-02,Remove Existing Information,Zhang2016-11,General Content,0.7777777777777779
550,Falting2021-04,Process,Pfeil2006-12,Add Link,0.7777777777777779
551,Falting2021-04,Process,Jones2008-13,Add Image,0.7777777777777779
552,Falting2021-04,Process,Jones2008-13,Add Link,0.7777777777777779
553,Yang2016-08,Information-Modification,Liu2014-14,Sentence modification,0.7777777777777779
554,Yang2016-08,Template-Deletion,Liu2014-14,Reference deletion,0.7777777777777779
555,Yang2017-01,Copy Editing,Liu2014-14,Sentence modification,0.7764705882352942
556,Yang2017-01,Elaboration,Liu2014-14,Sentence modification,0.7748148148148151
557,Falting2021-04,Elaboration,Liu2014-14,Sentence modification,0.7748148148148151
558,Yang2017-01,Counter Vandalism,Liu2014-14,Link modification,0.7747368421052632
559,Yang2017-01,Point of View,Liu2014-14,Sentence insertion,0.7745454545454546
560,Falting2021-04,Point of View,Liu2014-14,Sentence insertion,0.7745454545454546
561,Yang2017-01,Copy Editing,Zhang2016-11,Evidence,0.7743589743589745
562,Du2022-07,Coherence,Liu2014-14,Link deletion,0.7743589743589745
563,Rajagopal2022-02,Add New Information,Zhang2016-11,Evidence,0.7736363636363637
564,Yang2016-08,Reference-Deletion,Pfeil2006-12,Reversion,0.7733333333333334
565,Yang2016-08,External Link-Modification,Liu2014-14,Reference modification,0.7724444444444445
566,Yang2016-08,Wikilink-Insertion,Liu2014-14,Reference insertion,0.7722222222222224
567,Yang2016-08,Template-Insertion,Liu2014-14,Reference insertion,0.7722222222222224
568,Yang2016-08,Information-Deletion,Liu2014-14,Link deletion,0.7719298245614035
569,Yang2016-08,External Link-Insertion,Pfeil2006-12,Fix Link,0.7717894736842106
570,Zhang2015-06,Organization,Liu2014-14,Sentence modification,0.771677559912854
571,Zhang2015-06,Organization,Guo2022-16,Citation,0.7714285714285716
572,Yang2016-08,Information-Insertion,Pfeil2006-12,Clarify Information,0.7711111111111111
573,Yang2016-08,Information-Insertion,Pfeil2006-12,Delete Information,0.7711111111111111
574,Yang2016-08,Information-Modification,Liu2014-14,Link insertion,0.7710784313725492
575,Rajagopal2022-02,Add Supporting Evidence,Failgey1981-10,"Tense, Number and Modality",0.7707993966817497
576,Yang2017-01,Vandalism,Liu2014-14,Reference modification,0.7707602339181288
577,Falting2021-04,Vandalism,Liu2014-14,Reference modification,0.7707602339181288
578,Zhang2015-06,Organization,Liu2014-14,Link insertion,0.7707602339181288
579,Yang2016-08,Information-Modification,Liu2014-14,Reference deletion,0.7695238095238095
580,Anthonio2020-03,Information Deletion,Liu2014-14,Sentence insertion,0.7690909090909093
581,Yang2017-01,Counter Vandalism,Liu2014-14,Reference modification,0.7680701754385966
582,Rajagopal2022-02,Point-of-view Change,Liu2014-14,Reference insertion,0.7675824175824177
583,Yang2016-08,Information-Insertion,Daxenberger2012-09,File-Insertion,0.7666666666666666
584,Yang2016-08,Information-Insertion,Daxenberger2012-09,Reference-Insertion,0.7666666666666666
585,Yang2016-08,Information-Insertion,Daxenberger2012-09,Template-Insertion,0.7666666666666666
586,Yang2016-08,File-Insertion,Daxenberger2012-09,Information-Insertion,0.7666666666666666
587,Yang2016-08,Reference-Insertion,Daxenberger2012-09,Information-Insertion,0.7666666666666666
588,Yang2016-08,Template-Insertion,Daxenberger2012-09,Information-Insertion,0.7666666666666666
589,Yang2016-08,Information-Insertion,Daxenberger2013-17,File-Insertion,0.7666666666666666
590,Yang2016-08,Information-Insertion,Daxenberger2013-17,Reference-Insertion,0.7666666666666666
591,Yang2016-08,Information-Insertion,Daxenberger2013-17,Template-Insertion,0.7666666666666666
592,Yang2016-08,File-Insertion,Daxenberger2013-17,Information-Insertion,0.7666666666666666
593,Yang2016-08,Reference-Insertion,Daxenberger2013-17,Information-Insertion,0.7666666666666666
594,Yang2016-08,Template-Insertion,Daxenberger2013-17,Information-Insertion,0.7666666666666666
595,Yang2017-01,Point of View,Rathjens1985-15,Completeness,0.7656565656565657
596,Anthonio2020-03,Information Deletion,Zhang2016-11,Organization,0.7656565656565657
597,Falting2021-04,Point of View,Rathjens1985-15,Completeness,0.7656565656565657
598,Du2022-07,Style,Liu2014-14,Link insertion,0.7656565656565657
599,Du2022-07,Style,Liu2014-14,Reference insertion,0.7656565656565657
600,Anthonio2020-03,Information Deletion,Liu2014-14,Link insertion,0.7652631578947369
601,Yang2016-08,File-Modification,Liu2014-14,Link modification,0.7650000000000001
602,Yang2017-01,Process,Daxenberger2012-09,Vandalism,0.7647058823529413
603,Yang2017-01,Process,Pfeil2006-12,Vandalism,0.7647058823529413
604,Yang2017-01,Process,Jones2008-13,Vandalism,0.7647058823529413
605,Yang2017-01,Process,Daxenberger2013-17,Vandalism,0.7647058823529413
606,Falting2021-04,Process,Daxenberger2012-09,Vandalism,0.7647058823529413
607,Falting2021-04,Process,Pfeil2006-12,Vandalism,0.7647058823529413
608,Falting2021-04,Process,Jones2008-13,Vandalism,0.7647058823529413
609,Falting2021-04,Process,Daxenberger2013-17,Vandalism,0.7647058823529413
610,Spangher2022-05,Deletion,Guo2022-16,Elaboration,0.7647058823529413
611,Yang2016-08,External Link-Insertion,Liu2014-14,Reference insertion,0.7644444444444445
612,Rajagopal2022-02,Point-of-view Change,Liu2014-14,Link modification,0.764102564102564
613,Yang2016-08,Reference-Modification,Pfeil2006-12,Reversion,0.7638095238095239
614,Rajagopal2022-02,Point-of-view Change,Liu2014-14,Sentence modification,0.7638009049773757
615,Du2022-07,Coherence,Pfeil2006-12,Add Link,0.7634188034188034
616,Du2022-07,Coherence,Jones2008-13,Add Link,0.7634188034188034
617,Yang2017-01,Clarification,Liu2014-14,Link modification,0.7629629629629631
618,Falting2021-04,Clarification,Liu2014-14,Link modification,0.7629629629629631
619,Spangher2022-05,Addition,Liu2014-14,Link modification,0.7629629629629631
620,Rajagopal2022-02,Add New Information,Pfeil2006-12,Clarify Information,0.7622857142857142
621,Rajagopal2022-02,Add New Information,Pfeil2006-12,Delete Information,0.7622857142857142
622,Rajagopal2022-02,Remove Existing Information,Pfeil2006-12,Add Information,0.7622857142857142
623,Yang2017-01,Simplification,Daxenberger2012-09,Information-Modification,0.7619047619047621
624,Yang2017-01,Simplification,Daxenberger2012-09,Template-Modification,0.7619047619047621
625,Yang2017-01,Simplification,Daxenberger2013-17,Information-Modification,0.7619047619047621
626,Yang2017-01,Simplification,Daxenberger2013-17,Template-Modification,0.7619047619047621
627,Falting2021-04,Simplification,Daxenberger2012-09,Information-Modification,0.7619047619047621
628,Falting2021-04,Simplification,Daxenberger2012-09,Template-Modification,0.7619047619047621
629,Falting2021-04,Simplification,Daxenberger2013-17,Information-Modification,0.7619047619047621
630,Falting2021-04,Simplification,Daxenberger2013-17,Template-Modification,0.7619047619047621
631,Yang2016-08,Information-Deletion,Liu2014-14,Sentence deletion,0.7619047619047621
632,Yang2017-01,Copy Editing,Pfeil2006-12,Clarify Information,0.7619047619047619
633,Yang2017-01,Copy Editing,Jones2008-13,Fix or Delete Link,0.7615686274509803
634,Anthonio2020-03,Information Deletion,Liu2014-14,Sentence modification,0.7610389610389612
635,Yang2017-01,Point of View,Liu2014-14,Link deletion,0.7606349206349206
636,Falting2021-04,Point of View,Liu2014-14,Link deletion,0.7606349206349206
637,Yang2017-01,Elaboration,Daxenberger2012-09,Information-Modification,0.76
638,Yang2017-01,Counter Vandalism,Liu2014-14,Link insertion,0.76
639,Yang2017-01,Elaboration,Daxenberger2013-17,Information-Modification,0.76
640,Falting2021-04,Elaboration,Daxenberger2012-09,Information-Modification,0.76
641,Falting2021-04,Elaboration,Daxenberger2013-17,Information-Modification,0.76
642,Spangher2022-05,Addition,Zhang2016-11,Organization,0.76
643,Spangher2022-05,Addition,Guo2022-16,Neutralization,0.76
644,Du2022-07,Style,Zhang2016-11,General Content,0.76
645,Yang2016-08,External Link-Insertion,Liu2014-14,Link deletion,0.76
646,Yang2016-08,External Link-Deletion,Liu2014-14,Link insertion,0.76
647,Yang2016-08,Information-Modification,Guo2022-16,Elaboration,0.76
648,Yang2016-08,Relocation,Liu2014-14,Link deletion,0.7596491228070177
649,Rajagopal2022-02,Add Supporting Evidence,Zhang2016-11,General Content,0.7590769230769232
650,Yang2017-01,Simplification,Daxenberger2012-09,Information-Deletion,0.7590062111801241
651,Yang2017-01,Simplification,Daxenberger2012-09,Template-Deletion,0.7590062111801241
652,Yang2017-01,Simplification,Daxenberger2013-17,Information-Deletion,0.7590062111801241
653,Yang2017-01,Simplification,Daxenberger2013-17,Template-Deletion,0.7590062111801241
654,Falting2021-04,Simplification,Daxenberger2012-09,Information-Deletion,0.7590062111801241
655,Falting2021-04,Simplification,Daxenberger2012-09,Template-Deletion,0.7590062111801241
656,Falting2021-04,Simplification,Daxenberger2013-17,Information-Deletion,0.7590062111801241
657,Falting2021-04,Simplification,Daxenberger2013-17,Template-Deletion,0.7590062111801241
658,Yang2017-01,Process,Liu2014-14,Reference modification,0.7587301587301589
659,Yang2017-01,Process,Liu2014-14,Reference deletion,0.7587301587301589
660,Falting2021-04,Process,Liu2014-14,Reference modification,0.7587301587301589
661,Falting2021-04,Process,Liu2014-14,Reference deletion,0.7587301587301589
662,Zhang2015-06,Organization,Liu2014-14,Reference deletion,0.7587301587301589
663,Yang2016-08,Template-Modification,Liu2014-14,Link modification,0.7583333333333333
664,Yang2016-08,File-Insertion,Liu2014-14,Link insertion,0.7576470588235293
665,Yang2016-08,Reference-Insertion,Liu2014-14,Link insertion,0.7576470588235293
666,Anthonio2020-03,Information Deletion,Liu2014-14,Link modification,0.7572112098427888
667,Yang2016-08,Information-Modification,Liu2014-14,Sentence insertion,0.7571895424836601
668,Yang2016-08,Wikilink-Modification,Liu2014-14,Link deletion,0.7567460317460317
669,Yang2016-08,Information-Modification,Pfeil2006-12,Add Information,0.7557575757575756
670,Yang2016-08,Information-Deletion,Pfeil2006-12,Reversion,0.7555555555555558
671,Yang2016-08,Markup-Deletion,Liu2014-14,Reference deletion,0.7555555555555555
672,Yang2016-08,Wikilink-Deletion,Liu2014-14,Reference deletion,0.7555555555555555
673,Yang2016-08,Template-Modification,Liu2014-14,Sentence modification,0.7555555555555555
674,Yang2016-08,File-Deletion,Liu2014-14,Link deletion,0.7552631578947369
675,Anthonio2020-03,Information Modification/Insertion,Failgey1981-10,Format,0.7552447552447552
676,Anthonio2020-03,Information Modification/Insertion,Pfeil2006-12,Format,0.7552447552447552
677,Rajagopal2022-02,Remove Existing Information,Pfeil2006-12,Delete Information,0.7546666666666666
678,Yang2017-01,Counter Vandalism,Guo2022-16,Elaboration,0.7545454545454546
679,Yang2017-01,Vandalism,Pfeil2006-12,Fix Link,0.7544973544973546
680,Falting2021-04,Vandalism,Pfeil2006-12,Fix Link,0.7544973544973546
681,Yang2017-01,Clarification,Liu2014-14,Reference deletion,0.7542483660130721
682,Yang2017-01,Elaboration,Liu2014-14,Reference deletion,0.7542483660130721
683,Falting2021-04,Elaboration,Liu2014-14,Reference deletion,0.7542483660130721
684,Falting2021-04,Clarification,Liu2014-14,Reference deletion,0.7542483660130721
685,Spangher2022-05,Addition,Liu2014-14,Reference deletion,0.7542483660130721
686,Yang2016-08,Reference-Modification,Liu2014-14,Sentence deletion,0.753968253968254
687,Yang2016-08,Markup-Modification,Liu2014-14,Link modification,0.7535714285714286
688,Yang2016-08,Template-Insertion,Liu2014-14,Sentence insertion,0.7535353535353535
689,Yang2016-08,External Link-Deletion,Liu2014-14,Reference deletion,0.7533333333333334
690,Yang2016-08,File-Modification,Liu2014-14,Reference deletion,0.7528571428571429
691,Yang2017-01,Copy Editing,Daxenberger2012-09,Information-Deletion,0.7525641025641026
692,Yang2017-01,Copy Editing,Daxenberger2013-17,Information-Deletion,0.7525641025641026
693,Yang2017-01,Point of View,Jones2008-13,Fix or Delete Link,0.7523809523809524
694,Falting2021-04,Point of View,Jones2008-13,Fix or Delete Link,0.7523809523809524
695,Yang2016-08,Markup-Deletion,Pfeil2006-12,Mark-up Language,0.7523809523809524
696,Zhang2015-06,Organization,Zhang2016-11,General Content,0.7519813519813521
697,Zhang2015-06,General Content,Zhang2016-11,Organization,0.7519813519813521
698,Zhang2015-06,Evidence,Liu2014-14,Reference insertion,0.7519813519813521
699,Yang2017-01,Elaboration,Liu2014-14,Reference insertion,0.7511111111111111
700,Yang2017-01,Vandalism,Liu2014-14,Reference insertion,0.7511111111111111
701,Falting2021-04,Elaboration,Liu2014-14,Reference insertion,0.7511111111111111
702,Falting2021-04,Vandalism,Liu2014-14,Reference insertion,0.7511111111111111
703,Spangher2022-05,Deletion,Liu2014-14,Reference insertion,0.7511111111111111
704,Zhang2015-06,General Content,Liu2014-14,Sentence insertion,0.7505555555555556
705,Anthonio2020-03,Information Deletion,Daxenberger2012-09,File-Deletion,0.75
706,Anthonio2020-03,Information Deletion,Jones2008-13,Significant Deletion,0.75
707,Anthonio2020-03,Information Deletion,Daxenberger2013-17,File-Deletion,0.75
708,Yang2016-08,Wikilink-Insertion,Daxenberger2012-09,Information-Insertion,0.75
709,Yang2016-08,Wikilink-Insertion,Daxenberger2013-17,Information-Insertion,0.75
710,Zhang2015-06,Organization,Liu2014-14,Sentence insertion,0.74984520123839
711,Zhang2015-06,Evidence,Guo2022-16,Dynamic Update,0.7497435897435898
712,Yang2016-08,Template-Deletion,Liu2014-14,Link deletion,0.7497076023391813
713,Yang2016-08,External Link-Deletion,Pfeil2006-12,Fix Link,0.7493333333333334
714,Rajagopal2022-02,Add Supporting Evidence,Pfeil2006-12,Delete Information,0.7491948051948052
715,Yang2017-01,Clarification,Liu2014-14,Sentence modification,0.7481481481481482
716,Falting2021-04,Clarification,Liu2014-14,Sentence modification,0.7481481481481482
717,Spangher2022-05,Addition,Liu2014-14,Sentence modification,0.7481481481481482
718,Du2022-07,Style,Liu2014-14,Sentence insertion,0.747878787878788
719,Yang2017-01,Counter Vandalism,Jones2008-13,Fix or Delete Image,0.7478095238095237
720,Yang2017-01,Process,Liu2014-14,Reference insertion,0.7476190476190478
721,Yang2017-01,Copy Editing,Rathjens1985-15,Order,0.7476190476190478
722,Falting2021-04,Process,Liu2014-14,Reference insertion,0.7476190476190478
723,Yang2016-08,Template-Modification,Liu2014-14,Reference deletion,0.7473015873015874
724,Yang2017-01,Counter Vandalism,Liu2014-14,Reference insertion,0.7466666666666668
725,Spangher2022-05,Edit,Jones2008-13,Fix or Delete Link,0.7466666666666668
726,Yang2016-08,Relocation,Daxenberger2012-09,Template-Modification,0.7466666666666666
727,Yang2016-08,Template-Modification,Daxenberger2012-09,Relocation,0.7466666666666666
728,Yang2016-08,Relocation,Daxenberger2013-17,Template-Modification,0.7466666666666666
729,Yang2016-08,Template-Modification,Daxenberger2013-17,Relocation,0.7466666666666666
730,Anthonio2020-03,Information Modification/Insertion,Daxenberger2012-09,Reference-Modification,0.7464220485396955
731,Anthonio2020-03,Information Modification/Insertion,Daxenberger2013-17,Reference-Modification,0.7464220485396955
732,Yang2016-08,Information-Insertion,Liu2014-14,Reference modification,0.746078431372549
733,Spangher2022-05,Deletion,Daxenberger2012-09,Information-Modification,0.746031746031746
734,Spangher2022-05,Deletion,Daxenberger2013-17,Information-Modification,0.746031746031746
735,Yang2016-08,Information-Modification,Pfeil2006-12,Reversion,0.746031746031746
736,Yang2017-01,Point of View,Jones2008-13,Style or readability,0.7459932659932662
737,Falting2021-04,Point of View,Jones2008-13,Style or readability,0.7459932659932662
738,Yang2017-01,Counter Vandalism,Liu2014-14,Sentence modification,0.7458479532163742
739,Du2022-07,Coherence,Pfeil2006-12,Delete Link,0.7456410256410255
740,Yang2017-01,Point of View,Daxenberger2012-09,File-Insertion,0.7454545454545456
741,Yang2017-01,Point of View,Daxenberger2013-17,File-Insertion,0.7454545454545456
742,Falting2021-04,Point of View,Daxenberger2012-09,File-Insertion,0.7454545454545456
743,Falting2021-04,Point of View,Daxenberger2013-17,File-Insertion,0.7454545454545456
744,Yang2016-08,Reference-Deletion,Liu2014-14,Link deletion,0.7452631578947368
745,Yang2016-08,File-Deletion,Liu2014-14,Sentence deletion,0.7452380952380953
746,Anthonio2020-03,Information Modification/Insertion,Pfeil2006-12,Clarify Information,0.7450940170940172
747,Anthonio2020-03,Information Modification/Insertion,Pfeil2006-12,Delete Information,0.7450940170940172
748,Rajagopal2022-02,Point-of-view Change,Liu2014-14,Reference deletion,0.7450549450549451
749,Yang2016-08,Reference-Modification,Liu2014-14,Link modification,0.7450000000000001
750,Anthonio2020-03,Information Deletion,Daxenberger2012-09,Template-Deletion,0.7444444444444445
751,Anthonio2020-03,Information Deletion,Pfeil2006-12,Clarify Information,0.7444444444444445
752,Anthonio2020-03,Information Deletion,Pfeil2006-12,Delete Information,0.7444444444444445
753,Anthonio2020-03,Information Deletion,Daxenberger2013-17,Template-Deletion,0.7444444444444445
754,Yang2016-08,File-Modification,Liu2014-14,Sentence modification,0.7444444444444445
755,Yang2016-08,Wikilink-Modification,Liu2014-14,Sentence modification,0.7444444444444445
756,Zhang2015-06,Evidence,Pfeil2006-12,Delete Information,0.7441077441077442
757,Yang2017-01,Copy Editing,Failgey1981-10,Format,0.7435897435897436
758,Yang2017-01,Copy Editing,Pfeil2006-12,Format,0.7435897435897436
759,Anthonio2020-03,Information Modification/Insertion,Daxenberger2012-09,Template-Modification,0.7435129576306048
760,Anthonio2020-03,Information Modification/Insertion,Daxenberger2013-17,Template-Modification,0.7435129576306048
761,Yang2016-08,Wikilink-Modification,Liu2014-14,Link insertion,0.7433006535947713
762,Yang2017-01,Point of View,Pfeil2006-12,Delete Link,0.7428571428571429
763,Falting2021-04,Point of View,Pfeil2006-12,Delete Link,0.7428571428571429
764,Yang2016-08,Information-Deletion,Liu2014-14,Reference modification,0.7428571428571429
765,Yang2016-08,Reference-Deletion,Liu2014-14,Sentence modification,0.7428571428571429
766,Yang2017-01,Copy Editing,Daxenberger2012-09,Reference-Deletion,0.7425641025641025
767,Yang2017-01,Copy Editing,Daxenberger2013-17,Reference-Deletion,0.7425641025641025
768,Anthonio2020-03,Information Modification/Insertion,Daxenberger2012-09,Reference-Insertion,0.7415384615384617
769,Anthonio2020-03,Information Modification/Insertion,Daxenberger2013-17,Reference-Insertion,0.7415384615384617
770,Yang2017-01,Clarification,Liu2014-14,Link insertion,0.7411306042884991
771,Yang2017-01,Vandalism,Liu2014-14,Link modification,0.7411306042884991
772,Falting2021-04,Clarification,Liu2014-14,Link insertion,0.7411306042884991
773,Falting2021-04,Vandalism,Liu2014-14,Link modification,0.7411306042884991
774,Spangher2022-05,Addition,Liu2014-14,Link insertion,0.7411306042884991
775,Yang2016-08,Relocation,Liu2014-14,Sentence deletion,0.7411306042884991
776,Zhang2015-06,Evidence,Pfeil2006-12,Add Link,0.740952380952381
777,Zhang2015-06,Evidence,Jones2008-13,Add Link,0.740952380952381
778,Yang2016-08,External Link-Modification,Jones2008-13,Fix or Delete Link,0.7407407407407407
779,Yang2017-01,Point of View,Zhang2016-11,Organization,0.7405731523378585
780,Falting2021-04,Point of View,Zhang2016-11,Organization,0.7405731523378585
781,Yang2016-08,Reference-Modification,Liu2014-14,Sentence insertion,0.7405228758169935
782,Anthonio2020-03,Information Deletion,Daxenberger2012-09,Reference-Deletion,0.74
783,Anthonio2020-03,Information Deletion,Daxenberger2013-17,Reference-Deletion,0.74
784,Yang2016-08,Template-Insertion,Liu2014-14,Link insertion,0.7398692810457517
785,Rajagopal2022-02,Add New Information,Failgey1981-10,"Tense, Number and Modality",0.7398290598290598
786,Yang2016-08,Template-Deletion,Liu2014-14,Sentence deletion,0.7396825396825397
787,Yang2017-01,Point of View,Guo2022-16,Dynamic Update,0.7390476190476192
788,Falting2021-04,Point of View,Guo2022-16,Dynamic Update,0.7390476190476192
789,Anthonio2020-03,Information Modification/Insertion,Daxenberger2012-09,Markup-Modification,0.7390374331550802
790,Anthonio2020-03,Information Modification/Insertion,Daxenberger2012-09,File-Modification,0.7390374331550802
791,Anthonio2020-03,Information Modification/Insertion,Daxenberger2013-17,Markup-Modification,0.7390374331550802
792,Anthonio2020-03,Information Modification/Insertion,Daxenberger2013-17,File-Modification,0.7390374331550802
793,Rajagopal2022-02,Point-of-view Change,Daxenberger2012-09,Relocation,0.7388034188034187
794,Rajagopal2022-02,Point-of-view Change,Daxenberger2013-17,Relocation,0.7388034188034187
795,Anthonio2020-03,Information Modification/Insertion,Daxenberger2012-09,Template-Insertion,0.7386293706293707
796,Anthonio2020-03,Information Modification/Insertion,Daxenberger2013-17,Template-Insertion,0.7386293706293707
797,Yang2017-01,Fact Update,Liu2014-14,Link insertion,0.7385281385281386
798,Rajagopal2022-02,Fact Update,Liu2014-14,Link insertion,0.7385281385281386
799,Falting2021-04,Fact Update,Liu2014-14,Link insertion,0.7385281385281386
800,Yang2016-08,Reference-Insertion,Liu2014-14,Sentence modification,0.7385026737967915
801,Yang2016-08,Information-Deletion,Pfeil2006-12,Add Information,0.7372549019607844
802,Yang2016-08,Wikilink-Deletion,Liu2014-14,Link modification,0.7370091896407687
803,Rajagopal2022-02,Add Supporting Evidence,Liu2014-14,Reference insertion,0.7365928189457602
804,Spangher2022-05,Addition,Guo2022-16,Forward Reference,0.7364705882352942
805,Zhang2015-06,General Content,Guo2022-16,Forward Reference,0.7362637362637363
806,Yang2016-08,Wikilink-Insertion,Liu2014-14,Link modification,0.7359477124183007
807,Yang2017-01,Counter Vandalism,Liu2014-14,Link deletion,0.7345454545454546
808,Yang2016-08,Information-Modification,Liu2014-14,Link deletion,0.7345238095238096
809,Yang2017-01,Simplification,Daxenberger2012-09,Information-Insertion,0.7344537815126051
810,Yang2017-01,Simplification,Daxenberger2012-09,Template-Insertion,0.7344537815126051
811,Yang2017-01,Simplification,Daxenberger2013-17,Information-Insertion,0.7344537815126051
812,Yang2017-01,Simplification,Daxenberger2013-17,Template-Insertion,0.7344537815126051
813,Falting2021-04,Simplification,Daxenberger2012-09,Information-Insertion,0.7344537815126051
814,Falting2021-04,Simplification,Daxenberger2012-09,Template-Insertion,0.7344537815126051
815,Falting2021-04,Simplification,Daxenberger2013-17,Information-Insertion,0.7344537815126051
816,Falting2021-04,Simplification,Daxenberger2013-17,Template-Insertion,0.7344537815126051
817,Anthonio2020-03,Information Modification/Insertion,Daxenberger2012-09,File-Insertion,0.7341538461538462
818,Anthonio2020-03,Information Modification/Insertion,Daxenberger2013-17,File-Insertion,0.7341538461538462
819,Yang2016-08,File-Insertion,Liu2014-14,Sentence insertion,0.7340909090909091
820,Yang2016-08,File-Modification,Liu2014-14,Reference insertion,0.7338562091503269
821,Yang2016-08,Markup-Deletion,Liu2014-14,Link deletion,0.7338345864661655
822,Yang2017-01,Process,Daxenberger2012-09,Relocation,0.7333333333333334
823,Yang2017-01,Clarification,Failgey1981-10,Abbreviation,0.7333333333333334
824,Yang2017-01,Elaboration,Failgey1981-10,Format,0.7333333333333334
825,Yang2017-01,Vandalism,Failgey1981-10,Punctuation,0.7333333333333334
826,Yang2017-01,Verification,Failgey1981-10,Format,0.7333333333333334
827,Yang2017-01,Elaboration,Pfeil2006-12,Format,0.7333333333333334
828,Yang2017-01,Process,Pfeil2006-12,Fix Link,0.7333333333333334
829,Yang2017-01,Process,Pfeil2006-12,Reversion,0.7333333333333334
830,Yang2017-01,Verification,Pfeil2006-12,Format,0.7333333333333334
831,Yang2017-01,Elaboration,Jones2008-13,Style or readability,0.7333333333333334
832,Yang2017-01,Point of View,Liu2014-14,Reference modification,0.7333333333333334
833,Yang2017-01,Process,Liu2014-14,Link modification,0.7333333333333334
834,Yang2017-01,Process,Liu2014-14,Link deletion,0.7333333333333334
835,Yang2017-01,Elaboration,Rathjens1985-15,Completeness,0.7333333333333334
836,Yang2017-01,Elaboration,Rathjens1985-15,Consistency,0.7333333333333334
837,Yang2017-01,Point of View,Rathjens1985-15,Consistency,0.7333333333333334
838,Yang2017-01,Vandalism,Rathjens1985-15,Order,0.7333333333333334
839,Yang2017-01,Elaboration,Guo2022-16,Citation,0.7333333333333334
840,Yang2017-01,Point of View,Guo2022-16,Elaboration,0.7333333333333334
841,Yang2017-01,Process,Guo2022-16,Elaboration,0.7333333333333334
842,Yang2017-01,Simplification,Guo2022-16,Citation,0.7333333333333334
843,Yang2017-01,Process,Daxenberger2013-17,Relocation,0.7333333333333334
844,Anthonio2020-03,Spelling/Grammar,Failgey1981-10,Spelling,0.7333333333333334
845,Anthonio2020-03,Paraphrase,Zhang2016-11,Evidence,0.7333333333333334
846,Anthonio2020-03,Spelling/Grammar,Pfeil2006-12,Grammar,0.7333333333333334
847,Anthonio2020-03,Spelling/Grammar,Pfeil2006-12,Spelling,0.7333333333333334
848,Anthonio2020-03,Information Deletion,Rathjens1985-15,Order,0.7333333333333334
849,Falting2021-04,Process,Daxenberger2012-09,Relocation,0.7333333333333334
850,Falting2021-04,Elaboration,Failgey1981-10,Format,0.7333333333333334
851,Falting2021-04,Clarification,Failgey1981-10,Abbreviation,0.7333333333333334
852,Falting2021-04,Vandalism,Failgey1981-10,Punctuation,0.7333333333333334
853,Falting2021-04,Elaboration,Pfeil2006-12,Format,0.7333333333333334
854,Falting2021-04,Process,Pfeil2006-12,Fix Link,0.7333333333333334
855,Falting2021-04,Process,Pfeil2006-12,Reversion,0.7333333333333334
856,Falting2021-04,Elaboration,Jones2008-13,Style or readability,0.7333333333333334
857,Falting2021-04,Point of View,Liu2014-14,Reference modification,0.7333333333333334
858,Falting2021-04,Process,Liu2014-14,Link modification,0.7333333333333334
859,Falting2021-04,Process,Liu2014-14,Link deletion,0.7333333333333334
860,Falting2021-04,Point of View,Rathjens1985-15,Consistency,0.7333333333333334
861,Falting2021-04,Elaboration,Rathjens1985-15,Completeness,0.7333333333333334
862,Falting2021-04,Elaboration,Rathjens1985-15,Consistency,0.7333333333333334
863,Falting2021-04,Vandalism,Rathjens1985-15,Order,0.7333333333333334
864,Falting2021-04,Point of View,Guo2022-16,Elaboration,0.7333333333333334
865,Falting2021-04,Simplification,Guo2022-16,Citation,0.7333333333333334
