,table1,col1,table2,col2,sim_score
560,Falting2021-04,Clarification,Du2022-07,Clarity,0.287701
561,Du2022-07,Clarity,Falting2021-04,Clarification,0.287701
562,Daxenberger2012-09,File-Modification,Jones2008-13,Significant Addition,0.2872486
563,Jones2008-13,Significant Addition,Daxenberger2012-09,File-Modification,0.2872486
564,Jones2008-13,Significant Addition,Daxenberger2013-17,File-Modification,0.2872486
565,Daxenberger2013-17,File-Modification,Jones2008-13,Significant Addition,0.2872486
566,Zhang2015-06,Conventions/Grammar/Spelling,Pfeil2006-12,Spelling,0.2864832
567,Pfeil2006-12,Spelling,Zhang2015-06,Conventions/Grammar/Spelling,0.2864832
568,Pfeil2006-12,Clarify Information,Guo2022-16,Citation,0.28626126
569,Guo2022-16,Citation,Pfeil2006-12,Clarify Information,0.28626126
570,Yang2017-01,Elaboration,Spangher2022-05,Addition,0.28578818
571,Spangher2022-05,Addition,Yang2017-01,Elaboration,0.28578818
572,Yang2016-08,Relocation,Jones2008-13,Disambiguation,0.28561917
573,Jones2008-13,Disambiguation,Yang2016-08,Relocation,0.28561917
574,Yang2016-08,External Link-Deletion,Pfeil2006-12,Delete Link,0.28527993
575,Pfeil2006-12,Delete Link,Yang2016-08,External Link-Deletion,0.28527993
576,Failgey1981-10,Meaning-Preserving-Deletion,Liu2014-14,Link deletion,0.2851074
577,Liu2014-14,Link deletion,Failgey1981-10,Meaning-Preserving-Deletion,0.2851074
578,Falting2021-04,Elaboration,Zhang2016-11,Organization,0.28480136
579,Zhang2016-11,Organization,Falting2021-04,Elaboration,0.28480136
580,Pfeil2006-12,Add Information,Guo2022-16,Citation,0.28416142
581,Guo2022-16,Citation,Pfeil2006-12,Add Information,0.28416142
582,Anthonio2020-03,Information Modification/Insertion,Falting2021-04,Wikification,0.2839026
583,Falting2021-04,Wikification,Anthonio2020-03,Information Modification/Insertion,0.2839026
584,Jones2008-13,Disambiguation,Guo2022-16,Citation,0.28383747
585,Guo2022-16,Citation,Jones2008-13,Disambiguation,0.28383747
586,Falting2021-04,Elaboration,Zhang2015-06,Organization,0.2824656
587,Zhang2015-06,Organization,Falting2021-04,Elaboration,0.2824656
588,Yang2017-01,Clarification,Du2022-07,Clarity,0.28236926
589,Du2022-07,Clarity,Yang2017-01,Clarification,0.28236926
590,Pfeil2006-12,Reversion,Guo2022-16,Concision,0.28222972
591,Guo2022-16,Concision,Pfeil2006-12,Reversion,0.28222972
592,Daxenberger2012-09,Relocation,Zhang2016-11,Organization,0.28221944
593,Zhang2016-11,Organization,Daxenberger2012-09,Relocation,0.28221944
594,Zhang2016-11,Organization,Daxenberger2013-17,Relocation,0.28221944
595,Daxenberger2013-17,Relocation,Zhang2016-11,Organization,0.28221944
596,Yang2017-01,Elaboration,Pfeil2006-12,Add Information,0.28088838
597,Pfeil2006-12,Add Information,Yang2017-01,Elaboration,0.28088838
598,Du2022-07,Fluency,Rathjens1985-15,Consistency,0.28030646
599,Rathjens1985-15,Consistency,Du2022-07,Fluency,0.28030646
600,Zhang2015-06,Organization,Failgey1981-10,Punctuation,0.28012833
601,Failgey1981-10,Punctuation,Zhang2015-06,Organization,0.28012833
602,Liu2014-14,Link modification,Guo2022-16,Citation,0.27990347
603,Guo2022-16,Citation,Liu2014-14,Link modification,0.27990347
604,Falting2021-04,Elaboration,Spangher2022-05,Addition,0.2776031
605,Spangher2022-05,Addition,Falting2021-04,Elaboration,0.2776031
606,Du2022-07,Style,Pfeil2006-12,Style/Typography,0.27571732
607,Pfeil2006-12,Style/Typography,Du2022-07,Style,0.27571732
608,Yang2016-08,File-Modification,Jones2008-13,Significant Addition,0.27548012
609,Jones2008-13,Significant Addition,Yang2016-08,File-Modification,0.27548012
610,Falting2021-04,Elaboration,Pfeil2006-12,Add Information,0.27493215
611,Pfeil2006-12,Add Information,Falting2021-04,Elaboration,0.27493215
612,Yang2017-01,Disambiguation,Pfeil2006-12,Delete Information,0.27481243
613,Pfeil2006-12,Delete Information,Yang2017-01,Disambiguation,0.27481243
614,Rajagopal2022-02,Add New Information,Guo2022-16,Citation,0.27379256
615,Guo2022-16,Citation,Rajagopal2022-02,Add New Information,0.27379256
616,Failgey1981-10,Punctuation,Zhang2016-11,Organization,0.27320746
617,Zhang2016-11,Organization,Failgey1981-10,Punctuation,0.27320746
618,Falting2021-04,Disambiguation,Pfeil2006-12,Delete Information,0.26927805
619,Pfeil2006-12,Delete Information,Falting2021-04,Disambiguation,0.26927805
620,Zhang2015-06,Rebuttal/Reservation,Failgey1981-10,Meaning-Preserving-Permutation,0.26863414
621,Failgey1981-10,Meaning-Preserving-Permutation,Zhang2015-06,Rebuttal/Reservation,0.26863414
622,Du2022-07,Meaning-Changed,Failgey1981-10,Meaning-Preserving-Consilidation,0.2682864
623,Failgey1981-10,Meaning-Preserving-Consilidation,Du2022-07,Meaning-Changed,0.2682864
624,Failgey1981-10,Meaning-Preserving-Addition,Jones2008-13,Significant Addition,0.2681101
625,Failgey1981-10,Meaning-Preserving-Deletion,Jones2008-13,Significant Deletion,0.2681101
626,Jones2008-13,Significant Deletion,Failgey1981-10,Meaning-Preserving-Deletion,0.2681101
627,Jones2008-13,Significant Addition,Failgey1981-10,Meaning-Preserving-Addition,0.2681101
628,Zhang2016-11,Conventions,Guo2022-16,Concision,0.26761428
629,Guo2022-16,Concision,Zhang2016-11,Conventions,0.26761428
630,Du2022-07,Clarity,Rathjens1985-15,Brevity,0.26753166
631,Rathjens1985-15,Brevity,Du2022-07,Clarity,0.26753166
632,Zhang2015-06,Conventions/Grammar/Spelling,Yang2016-08,Grammar,0.26725012
633,Yang2016-08,Grammar,Zhang2015-06,Conventions/Grammar/Spelling,0.26725012
634,Du2022-07,Meaning-Changed,Failgey1981-10,Meaning-Preserving-Addition,0.26688996
635,Du2022-07,Meaning-Changed,Failgey1981-10,Meaning-Preserving-Deletion,0.26688996
636,Failgey1981-10,Meaning-Preserving-Addition,Du2022-07,Meaning-Changed,0.26688996
637,Failgey1981-10,Meaning-Preserving-Deletion,Du2022-07,Meaning-Changed,0.26688996
638,Anthonio2020-03,Information Deletion,Failgey1981-10,Meaning-Preserving-Deletion,0.26038653
639,Failgey1981-10,Meaning-Preserving-Deletion,Anthonio2020-03,Information Deletion,0.26038653
640,Zhang2016-11,Clarity,Rathjens1985-15,Brevity,0.25728428
641,Rathjens1985-15,Brevity,Zhang2016-11,Clarity,0.25728428
642,Pfeil2006-12,Add Information,Liu2014-14,Link insertion,0.25662166
643,Liu2014-14,Link insertion,Pfeil2006-12,Add Information,0.25662166
644,Yang2017-01,Elaboration,Rajagopal2022-02,Add New Information,0.25660148
645,Rajagopal2022-02,Add New Information,Yang2017-01,Elaboration,0.25660148
646,Zhang2015-06,Rebuttal/Reservation,Liu2014-14,Reference insertion,0.2557412
647,Liu2014-14,Reference insertion,Zhang2015-06,Rebuttal/Reservation,0.2557412
648,Failgey1981-10,Punctuation,Liu2014-14,Link modification,0.25369674
649,Liu2014-14,Link modification,Failgey1981-10,Punctuation,0.25369674
650,Spangher2022-05,Addition,Zhang2015-06,Organization,0.25344783
651,Spangher2022-05,Deletion,Zhang2015-06,Organization,0.25344783
652,Zhang2015-06,Organization,Spangher2022-05,Addition,0.25344783
653,Zhang2015-06,Organization,Spangher2022-05,Deletion,0.25344783
654,Rajagopal2022-02,Add New Information,Falting2021-04,Elaboration,0.25254375
655,Falting2021-04,Elaboration,Rajagopal2022-02,Add New Information,0.25254375
656,Spangher2022-05,Addition,Zhang2016-11,Organization,0.2524487
657,Spangher2022-05,Deletion,Zhang2016-11,Organization,0.2524487
658,Zhang2016-11,Organization,Spangher2022-05,Addition,0.2524487
659,Zhang2016-11,Organization,Spangher2022-05,Deletion,0.2524487
660,Zhang2015-06,Organization,Liu2014-14,Link modification,0.2520932
661,Liu2014-14,Link modification,Zhang2015-06,Organization,0.2520932
662,Rajagopal2022-02,Add New Information,Failgey1981-10,Abbreviation,0.2511812
663,Failgey1981-10,Abbreviation,Rajagopal2022-02,Add New Information,0.2511812
664,Zhang2015-06,Organization,Pfeil2006-12,Add Information,0.25057715
665,Pfeil2006-12,Add Information,Zhang2015-06,Organization,0.25057715
666,Zhang2016-11,Organization,Liu2014-14,Link modification,0.24939904
667,Liu2014-14,Link modification,Zhang2016-11,Organization,0.24939904
668,Yang2017-01,Refactoring,Pfeil2006-12,Spelling,0.24916026
669,Pfeil2006-12,Spelling,Yang2017-01,Refactoring,0.24916026
670,Yang2017-01,Refactoring,Yang2016-08,Rephrase,0.24885419
671,Yang2016-08,Rephrase,Yang2017-01,Refactoring,0.24885419
672,Zhang2016-11,Evidence,Guo2022-16,Forward Reference,0.24835019
673,Guo2022-16,Forward Reference,Zhang2016-11,Evidence,0.24835019
674,Zhang2016-11,Clarity,Pfeil2006-12,Clarify Information,0.248247
675,Pfeil2006-12,Clarify Information,Zhang2016-11,Clarity,0.248247
676,Yang2017-01,Refactoring,Yang2016-08,Grammar,0.2479116
677,Yang2016-08,Grammar,Yang2017-01,Refactoring,0.2479116
678,Zhang2016-11,Organization,Pfeil2006-12,Add Information,0.24783483
679,Pfeil2006-12,Add Information,Zhang2016-11,Organization,0.24783483
680,Du2022-07,Style,Jones2008-13,Style or readability,0.24741271
681,Jones2008-13,Style or readability,Du2022-07,Style,0.24741271
682,Zhang2015-06,Organization,Jones2008-13,Disambiguation,0.24540381
683,Jones2008-13,Disambiguation,Zhang2015-06,Organization,0.24540381
684,Zhang2015-06,Evidence,Guo2022-16,Forward Reference,0.24500506
685,Guo2022-16,Forward Reference,Zhang2015-06,Evidence,0.24500506
686,Zhang2016-11,Organization,Jones2008-13,Disambiguation,0.2444562
687,Jones2008-13,Disambiguation,Zhang2016-11,Organization,0.2444562
688,Falting2021-04,Refactoring,Pfeil2006-12,Spelling,0.24410088
689,Pfeil2006-12,Spelling,Falting2021-04,Refactoring,0.24410088
690,Du2022-07,Clarity,Pfeil2006-12,Clarify Information,0.24327862
691,Pfeil2006-12,Clarify Information,Du2022-07,Clarity,0.24327862
692,Yang2017-01,Elaboration,Anthonio2020-03,Information Deletion,0.24266195
693,Anthonio2020-03,Information Deletion,Yang2017-01,Elaboration,0.24266195
694,Daxenberger2012-09,Markup-Inserion,Pfeil2006-12,Mark-up Language,0.23978262
695,Pfeil2006-12,Mark-up Language,Daxenberger2012-09,Markup-Inserion,0.23978262
696,Pfeil2006-12,Mark-up Language,Daxenberger2013-17,Markup-Inserion,0.23978262
697,Daxenberger2013-17,Markup-Inserion,Pfeil2006-12,Mark-up Language,0.23978262
698,Yang2016-08,Markup-Inserion,Pfeil2006-12,Mark-up Language,0.23944831
699,Pfeil2006-12,Mark-up Language,Yang2016-08,Markup-Inserion,0.23944831
700,Anthonio2020-03,Information Deletion,Falting2021-04,Elaboration,0.23893288
701,Falting2021-04,Elaboration,Anthonio2020-03,Information Deletion,0.23893288
702,Zhang2016-11,Conventions,Rathjens1985-15,Consistency,0.2384702
703,Rathjens1985-15,Consistency,Zhang2016-11,Conventions,0.2384702
704,Rajagopal2022-02,Add New Information,Zhang2015-06,Organization,0.23686257
705,Zhang2015-06,Organization,Rajagopal2022-02,Add New Information,0.23686257
706,Falting2021-04,Refactoring,Failgey1981-10,Spelling,0.23682442
707,Failgey1981-10,Spelling,Falting2021-04,Refactoring,0.23682442
708,Zhang2015-06,Rebuttal/Reservation,Pfeil2006-12,Reversion,0.23591486
709,Pfeil2006-12,Reversion,Zhang2015-06,Rebuttal/Reservation,0.23591486
710,Anthonio2020-03,Information Deletion,Zhang2015-06,Organization,0.23578544
711,Zhang2015-06,Organization,Anthonio2020-03,Information Deletion,0.23578544
712,Rajagopal2022-02,Word-Smithing,Pfeil2006-12,Spelling,0.2340734
713,Pfeil2006-12,Spelling,Rajagopal2022-02,Word-Smithing,0.2340734
714,Rajagopal2022-02,Word-Smithing,Zhang2015-06,Word-usage/Clarity,0.23236819
715,Zhang2015-06,Word-usage/Clarity,Rajagopal2022-02,Word-Smithing,0.23236819
716,Spangher2022-05,Refactors,Daxenberger2012-09,Revert,0.23064396
717,Daxenberger2012-09,Revert,Spangher2022-05,Refactors,0.23064396
718,Yang2017-01,Refactoring,Failgey1981-10,Spelling,0.23050642
719,Failgey1981-10,Spelling,Yang2017-01,Refactoring,0.23050642
720,Rajagopal2022-02,Add New Information,Zhang2016-11,Organization,0.22951499
721,Zhang2016-11,Organization,Rajagopal2022-02,Add New Information,0.22951499
722,Spangher2022-05,Refactors,Liu2014-14,Revert,0.22864385
723,Liu2014-14,Revert,Spangher2022-05,Refactors,0.22864385
724,Yang2017-01,Copy Editing,Spangher2022-05,Edit,0.22613192
725,Spangher2022-05,Edit,Yang2017-01,Copy Editing,0.22613192
726,Spangher2022-05,Refactors,Daxenberger2013-17,Revert,0.22544916
727,Daxenberger2013-17,Revert,Spangher2022-05,Refactors,0.22544916
728,Yang2017-01,Refactoring,Daxenberger2012-09,Revert,0.22463122
729,Yang2017-01,Refactoring,Daxenberger2013-17,Revert,0.22463122
730,Daxenberger2012-09,Revert,Yang2017-01,Refactoring,0.22463122
731,Daxenberger2013-17,Revert,Yang2017-01,Refactoring,0.22463122
732,Rajagopal2022-02,Remove Existing Information,Zhang2015-06,Rebuttal/Reservation,0.22454771
733,Zhang2015-06,Rebuttal/Reservation,Rajagopal2022-02,Remove Existing Information,0.22454771
734,Yang2017-01,Refactoring,Jones2008-13,Revert,0.22371988
735,Jones2008-13,Revert,Yang2017-01,Refactoring,0.22371988
736,Yang2016-08,Rephrase,Jones2008-13,Revert,0.22212711
737,Jones2008-13,Revert,Yang2016-08,Rephrase,0.22212711
738,Rajagopal2022-02,Add New Information,Liu2014-14,Link insertion,0.22194295
739,Liu2014-14,Link insertion,Rajagopal2022-02,Add New Information,0.22194295
740,Falting2021-04,Refactoring,Jones2008-13,Revert,0.22176102
741,Jones2008-13,Revert,Falting2021-04,Refactoring,0.22176102
742,Anthonio2020-03,Information Deletion,Zhang2016-11,Organization,0.22068945
743,Zhang2016-11,Organization,Anthonio2020-03,Information Deletion,0.22068945
744,Yang2017-01,Refactoring,Rajagopal2022-02,Word-Smithing,0.22058186
745,Rajagopal2022-02,Word-Smithing,Yang2017-01,Refactoring,0.22058186
746,Rajagopal2022-02,Remove Existing Information,Liu2014-14,Reference insertion,0.2200186
747,Liu2014-14,Reference insertion,Rajagopal2022-02,Remove Existing Information,0.2200186
748,Spangher2022-05,Refactors,Yang2016-08,Rephrase,0.21979253
749,Yang2016-08,Rephrase,Spangher2022-05,Refactors,0.21979253
750,Zhang2016-11,Conventions,Liu2014-14,Sentence deletion,0.219298
751,Liu2014-14,Sentence deletion,Zhang2016-11,Conventions,0.219298
752,Yang2017-01,Copy Editing,Zhang2015-06,Conventions/Grammar/Spelling,0.21862924
753,Zhang2015-06,Conventions/Grammar/Spelling,Yang2017-01,Copy Editing,0.21862924
754,Rajagopal2022-02,Word-Smithing,Falting2021-04,Refactoring,0.2177194
755,Falting2021-04,Refactoring,Rajagopal2022-02,Word-Smithing,0.2177194
756,Rajagopal2022-02,Add New Information,Jones2008-13,Disambiguation,0.21693921
757,Jones2008-13,Disambiguation,Rajagopal2022-02,Add New Information,0.21693921
758,Rajagopal2022-02,Add Supporting Evidence,Jones2008-13,Add Image,0.21632805
759,Jones2008-13,Add Image,Rajagopal2022-02,Add Supporting Evidence,0.21632805
760,Anthonio2020-03,Information Modification/Insertion,Jones2008-13,Significant Addition,0.21530657
761,Jones2008-13,Significant Addition,Anthonio2020-03,Information Modification/Insertion,0.21530657
762,Yang2017-01,Refactoring,Liu2014-14,Revert,0.21518631
763,Liu2014-14,Revert,Yang2017-01,Refactoring,0.21518631
764,Falting2021-04,Copy-editing,Spangher2022-05,Edit,0.2146265
765,Spangher2022-05,Edit,Falting2021-04,Copy-editing,0.2146265
766,Falting2021-04,Refactoring,Yang2016-08,Rephrase,0.21439938
767,Yang2016-08,Rephrase,Falting2021-04,Refactoring,0.21439938
768,Falting2021-04,Refactoring,Yang2016-08,Grammar,0.21314745
769,Yang2016-08,Grammar,Falting2021-04,Refactoring,0.21314745
770,Du2022-07,Coherence,Liu2014-14,Reference deletion,0.21300702
771,Liu2014-14,Reference deletion,Du2022-07,Coherence,0.21300702
772,Falting2021-04,Refactoring,Daxenberger2012-09,Revert,0.21274106
773,Falting2021-04,Refactoring,Daxenberger2013-17,Revert,0.21274106
774,Daxenberger2012-09,Revert,Falting2021-04,Refactoring,0.21274106
775,Daxenberger2013-17,Revert,Falting2021-04,Refactoring,0.21274106
776,Du2022-07,Style,Rathjens1985-15,Emphasis,0.21172245
777,Rathjens1985-15,Emphasis,Du2022-07,Style,0.21172245
778,Spangher2022-05,Refactors,Jones2008-13,Revert,0.21154809
779,Jones2008-13,Revert,Spangher2022-05,Refactors,0.21154809
780,Pfeil2006-12,Format,Guo2022-16,Forward Reference,0.20991118
781,Guo2022-16,Forward Reference,Pfeil2006-12,Format,0.20991118
782,Rajagopal2022-02,Word-Smithing,Failgey1981-10,Spelling,0.20938711
783,Failgey1981-10,Spelling,Rajagopal2022-02,Word-Smithing,0.20938711
784,Failgey1981-10,Format,Guo2022-16,Forward Reference,0.20764549
785,Guo2022-16,Forward Reference,Failgey1981-10,Format,0.20764549
786,Falting2021-04,Refactoring,Liu2014-14,Revert,0.20727494
787,Liu2014-14,Revert,Falting2021-04,Refactoring,0.20727494
788,Rajagopal2022-02,Point-of-view Change,Jones2008-13,Structual Changes,0.20568478
789,Jones2008-13,Structual Changes,Rajagopal2022-02,Point-of-view Change,0.20568478
790,Falting2021-04,Copy-editing,Zhang2015-06,Conventions/Grammar/Spelling,0.20561977
791,Zhang2015-06,Conventions/Grammar/Spelling,Falting2021-04,Copy-editing,0.20561977
792,Falting2021-04,Process,Rathjens1985-15,Completeness,0.20433052
793,Rathjens1985-15,Completeness,Falting2021-04,Process,0.20433052
794,Du2022-07,Coherence,Daxenberger2012-09,Reference-Deletion,0.20427176
795,Daxenberger2012-09,Reference-Deletion,Du2022-07,Coherence,0.20427176
796,Rajagopal2022-02,Add Supporting Evidence,Du2022-07,Coherence,0.20359907
797,Du2022-07,Coherence,Rajagopal2022-02,Add Supporting Evidence,0.20359907
798,Daxenberger2012-09,Paraphrase,Pfeil2006-12,Style/Typography,0.2008696
799,Pfeil2006-12,Style/Typography,Daxenberger2012-09,Paraphrase,0.2008696
800,Pfeil2006-12,Style/Typography,Daxenberger2013-17,Paraphrase,0.2008696
801,Daxenberger2013-17,Paraphrase,Pfeil2006-12,Style/Typography,0.2008696
802,Yang2017-01,Process,Rathjens1985-15,Completeness,0.20061758
803,Rathjens1985-15,Completeness,Yang2017-01,Process,0.20061758
804,Rajagopal2022-02,Add Supporting Evidence,Guo2022-16,Forward Reference,0.2002687
805,Guo2022-16,Forward Reference,Rajagopal2022-02,Add Supporting Evidence,0.2002687
806,Du2022-07,Coherence,Yang2016-08,Reference-Deletion,0.19986925
807,Yang2016-08,Reference-Deletion,Du2022-07,Coherence,0.19986925
808,Du2022-07,Coherence,Daxenberger2013-17,Reference-Deletion,0.19950984
809,Daxenberger2013-17,Reference-Deletion,Du2022-07,Coherence,0.19950984
810,Failgey1981-10,Abbreviation,Rathjens1985-15,Brevity,0.19946474
811,Rathjens1985-15,Brevity,Failgey1981-10,Abbreviation,0.19946474
812,Falting2021-04,Verifiability,Rathjens1985-15,Brevity,0.19900897
813,Rathjens1985-15,Brevity,Falting2021-04,Verifiability,0.19900897
814,Rajagopal2022-02,Fact Update,Spangher2022-05,Refactors,0.196513
815,Spangher2022-05,Refactors,Rajagopal2022-02,Fact Update,0.196513
816,Du2022-07,Meaning-Changed,Jones2008-13,Structual Changes,0.19380815
817,Jones2008-13,Structual Changes,Du2022-07,Meaning-Changed,0.19380815
818,Falting2021-04,Unlabeled,Pfeil2006-12,Delete Link,0.19375971
819,Pfeil2006-12,Delete Link,Falting2021-04,Unlabeled,0.19375971
820,Rajagopal2022-02,Point-of-view Change,Du2022-07,Meaning-Changed,0.19369632
821,Du2022-07,Meaning-Changed,Rajagopal2022-02,Point-of-view Change,0.19369632
822,Rathjens1985-15,Consistency,Guo2022-16,Concision,0.19221722
823,Guo2022-16,Concision,Rathjens1985-15,Consistency,0.19221722
824,Falting2021-04,Verifiability,Failgey1981-10,"Tense, Number and Modality",0.19164832
825,Failgey1981-10,"Tense, Number and Modality",Falting2021-04,Verifiability,0.19164832
826,Yang2017-01,Refactoring,Zhang2016-11,Warrant/Reasoning/Backing,0.19144674
827,Zhang2016-11,Warrant/Reasoning/Backing,Yang2017-01,Refactoring,0.19144674
828,Anthonio2020-03,Paraphrase,Pfeil2006-12,Style/Typography,0.18972203
829,Yang2017-01,Refactoring,Zhang2015-06,Warrant/Reasoning/Backing,0.18960074
830,Zhang2015-06,Warrant/Reasoning/Backing,Yang2017-01,Refactoring,0.18960074
831,Pfeil2006-12,Style/Typography,Anthonio2020-03,Paraphrase,0.18889922
832,Failgey1981-10,"Tense, Number and Modality",Pfeil2006-12,Vandalism,0.18600169
833,Pfeil2006-12,Vandalism,Failgey1981-10,"Tense, Number and Modality",0.18600169
834,Zhang2016-11,Organization,Rathjens1985-15,Order,0.18590464
835,Rathjens1985-15,Order,Zhang2016-11,Organization,0.18590464
836,Failgey1981-10,"Tense, Number and Modality",Jones2008-13,Vandalism,0.18576247
837,Jones2008-13,Vandalism,Failgey1981-10,"Tense, Number and Modality",0.18576247
838,Daxenberger2012-09,Vandalism,Failgey1981-10,"Tense, Number and Modality",0.18545647
839,Failgey1981-10,"Tense, Number and Modality",Daxenberger2012-09,Vandalism,0.18545647
840,Failgey1981-10,"Tense, Number and Modality",Daxenberger2013-17,Vandalism,0.18545647
841,Daxenberger2013-17,Vandalism,Failgey1981-10,"Tense, Number and Modality",0.18545647
842,Rajagopal2022-02,Point-of-view Change,Pfeil2006-12,Mark-up Language,0.18514585
843,Pfeil2006-12,Mark-up Language,Rajagopal2022-02,Point-of-view Change,0.18514585
844,Failgey1981-10,"Tense, Number and Modality",Jones2008-13,Style or readability,0.18503504
845,Jones2008-13,Style or readability,Failgey1981-10,"Tense, Number and Modality",0.18503504
846,Falting2021-04,Verifiability,Zhang2015-06,Word-usage/Clarity,0.18484727
847,Zhang2015-06,Word-usage/Clarity,Falting2021-04,Verifiability,0.18484727
848,Zhang2015-06,Word-usage/Clarity,Rathjens1985-15,Brevity,0.18433325
849,Rathjens1985-15,Brevity,Zhang2015-06,Word-usage/Clarity,0.18433325
850,Yang2017-01,Process,Guo2022-16,Paraphrase,0.18360467
851,Guo2022-16,Paraphrase,Yang2017-01,Process,0.18360467
852,Spangher2022-05,Edit,Pfeil2006-12,Format,0.18193805
853,Pfeil2006-12,Format,Spangher2022-05,Edit,0.18193805
854,Yang2017-01,Fact Update,Jones2008-13,Fix or Delete Image,0.18187651
855,Jones2008-13,Fix or Delete Image,Yang2017-01,Fact Update,0.18187651
856,Failgey1981-10,Format,Jones2008-13,Revert,0.1810172
857,Jones2008-13,Revert,Failgey1981-10,Format,0.1810172
858,Yang2017-01,Process,Daxenberger2012-09,Paraphrase,0.18029036
859,Yang2017-01,Process,Daxenberger2013-17,Paraphrase,0.18029036
860,Daxenberger2012-09,Paraphrase,Yang2017-01,Process,0.18029036
861,Daxenberger2013-17,Paraphrase,Yang2017-01,Process,0.18029036
862,Spangher2022-05,Edit,Du2022-07,Style,0.18026385
863,Du2022-07,Style,Spangher2022-05,Edit,0.18026385
864,Falting2021-04,Process,Guo2022-16,Paraphrase,0.18009987
865,Guo2022-16,Paraphrase,Falting2021-04,Process,0.18009987
866,Rajagopal2022-02,Word-Smithing,Zhang2016-11,Warrant/Reasoning/Backing,0.18003145
867,Zhang2016-11,Warrant/Reasoning/Backing,Rajagopal2022-02,Word-Smithing,0.18003145
868,Spangher2022-05,Edit,Guo2022-16,Paraphrase,0.18000744
869,Guo2022-16,Paraphrase,Spangher2022-05,Edit,0.18000744
870,Falting2021-04,Fact Update,Jones2008-13,Fix or Delete Image,0.17985503
871,Jones2008-13,Fix or Delete Image,Falting2021-04,Fact Update,0.17985503
872,Yang2017-01,Counter Vandalism,Failgey1981-10,"Tense, Number and Modality",0.17846873
873,Failgey1981-10,"Tense, Number and Modality",Yang2017-01,Counter Vandalism,0.17846873
874,Spangher2022-05,Edit,Failgey1981-10,Format,0.1782133
875,Failgey1981-10,Format,Spangher2022-05,Edit,0.1782133
876,Zhang2016-11,Clarity,Jones2008-13,Style or readability,0.17761628
877,Jones2008-13,Style or readability,Zhang2016-11,Clarity,0.17761628
878,Falting2021-04,Refactoring,Zhang2016-11,Warrant/Reasoning/Backing,0.17754471
879,Zhang2016-11,Warrant/Reasoning/Backing,Falting2021-04,Refactoring,0.17754471
880,Falting2021-04,Copy-editing,Zhang2016-11,Warrant/Reasoning/Backing,0.17600624
881,Zhang2016-11,Warrant/Reasoning/Backing,Falting2021-04,Copy-editing,0.17600624
882,Falting2021-04,Refactoring,Zhang2015-06,Warrant/Reasoning/Backing,0.17520896
883,Zhang2015-06,Warrant/Reasoning/Backing,Falting2021-04,Refactoring,0.17520896
884,Zhang2015-06,Organization,Rathjens1985-15,Order,0.17486465
885,Rathjens1985-15,Order,Zhang2015-06,Organization,0.17486465
886,Yang2017-01,Process,Jones2008-13,Structual Changes,0.174524
887,Jones2008-13,Structual Changes,Yang2017-01,Process,0.174524
888,Yang2017-01,Fact Update,Zhang2016-11,Evidence,0.17435274
889,Zhang2016-11,Evidence,Yang2017-01,Fact Update,0.17435274
890,Du2022-07,Clarity,Failgey1981-10,"Tense, Number and Modality",0.17434727
891,Failgey1981-10,"Tense, Number and Modality",Du2022-07,Clarity,0.17434727
892,Failgey1981-10,Spelling,Zhang2016-11,Warrant/Reasoning/Backing,0.17383184
893,Zhang2016-11,Warrant/Reasoning/Backing,Failgey1981-10,Spelling,0.17383184
894,Rajagopal2022-02,Point-of-view Change,Failgey1981-10,Microstructure Changes-Deletion,0.17330158
895,Rajagopal2022-02,Point-of-view Change,Failgey1981-10,Macrostructure Changes-Deletion,0.17330158
896,Failgey1981-10,Microstructure Changes-Deletion,Rajagopal2022-02,Point-of-view Change,0.17330158
897,Failgey1981-10,Macrostructure Changes-Deletion,Rajagopal2022-02,Point-of-view Change,0.17330158
898,Daxenberger2012-09,Paraphrase,Jones2008-13,Add Image,0.17291813
899,Jones2008-13,Add Image,Daxenberger2012-09,Paraphrase,0.17291813
900,Jones2008-13,Add Image,Daxenberger2013-17,Paraphrase,0.17291813
901,Daxenberger2013-17,Paraphrase,Jones2008-13,Add Image,0.17291813
902,Yang2017-01,Fact Update,Zhang2015-06,Evidence,0.17250672
903,Zhang2015-06,Evidence,Yang2017-01,Fact Update,0.17250672
904,Failgey1981-10,"Tense, Number and Modality",Zhang2016-11,Clarity,0.17126393
905,Zhang2016-11,Clarity,Failgey1981-10,"Tense, Number and Modality",0.17126393
906,Yang2016-08,Grammar,Zhang2016-11,General Content,0.17124817
907,Zhang2016-11,General Content,Yang2016-08,Grammar,0.17124817
908,Zhang2016-11,Warrant/Reasoning/Backing,Pfeil2006-12,Spelling,0.17099893
909,Pfeil2006-12,Spelling,Zhang2016-11,Warrant/Reasoning/Backing,0.17099893
910,Failgey1981-10,Format,Liu2014-14,Revert,0.17076993
911,Liu2014-14,Revert,Failgey1981-10,Format,0.17076993
912,Failgey1981-10,Spelling,Jones2008-13,Add Link,0.17051215
913,Jones2008-13,Add Link,Failgey1981-10,Spelling,0.17051215
914,Pfeil2006-12,Style/Typography,Guo2022-16,Paraphrase,0.17047484
915,Guo2022-16,Paraphrase,Pfeil2006-12,Style/Typography,0.17047484
916,Du2022-07,Meaning-Changed,Zhang2016-11,Warrant/Reasoning/Backing,0.17042154
