,table1,col1,table2,col2,sim_score
0,Du2022-07,Clarity,Zhang2016-11,Clarity,0.33849234616992385
1,Anthonio2020-03,Paraphrase,Guo2022-16,Paraphrase,0.33013339493822547
2,Zhang2015-06,Organization,Zhang2016-11,Organization,0.2736324005088506
3,Zhang2015-06,Claim/Ideas,Zhang2016-11,Claim/Ideas,0.27363240050885057
4,Zhang2015-06,Warrant/Reasoning/Backing,Zhang2016-11,Warrant/Reasoning/Backing,0.27363240050885057
5,Zhang2015-06,General Content,Zhang2016-11,General Content,0.27363240050885057
6,Zhang2015-06,Evidence,Zhang2016-11,Evidence,0.27363240050885057
7,Spangher2022-05,Deletion,Zhang2016-11,Conventions,0.260419062708637
8,Spangher2022-05,Addition,Zhang2016-11,Organization,0.2526397518792888
9,Spangher2022-05,Addition,Zhang2016-11,Conventions,0.24174871671820142
10,Anthonio2020-03,Information Deletion,Zhang2016-11,Organization,0.23899793414668352
11,Spangher2022-05,Addition,Guo2022-16,Citation,0.23787890017322197
12,Spangher2022-05,Deletion,Guo2022-16,Citation,0.2378789001732219
13,Du2022-07,Coherence,Rathjens1985-15,Consistency,0.2375953871231448
14,Spangher2022-05,Deletion,Zhang2016-11,Organization,0.23552526805472293
15,Du2022-07,Coherence,Zhang2016-11,Evidence,0.2333573903170989
16,Du2022-07,Clarity,Rathjens1985-15,Brevity,0.2326172396341513
17,Anthonio2020-03,Paraphrase,Rathjens1985-15,Emphasis,0.23244314123203189
18,Anthonio2020-03,Spelling/Grammar,Daxenberger2012-09,Spelling/Grammar,0.23226088959342955
19,Anthonio2020-03,Paraphrase,Daxenberger2012-09,Paraphrase,0.23226088959342953
20,Anthonio2020-03,Spelling/Grammar,Daxenberger2013-17,Spelling/Grammar,0.232249670167249
21,Anthonio2020-03,Paraphrase,Daxenberger2013-17,Paraphrase,0.23224967016724898
22,Spangher2022-05,Deletion,Liu2014-14,Link deletion,0.23076114541542858
23,Du2022-07,Coherence,Rathjens1985-15,Completeness,0.23033558870169596
24,Anthonio2020-03,Information Deletion,Zhang2016-11,Conventions,0.2287153568101285
25,Spangher2022-05,Edit,Rathjens1985-15,Brevity,0.2279634194653735
26,Spangher2022-05,Addition,Guo2022-16,Concision,0.22745698687558807
27,Anthonio2020-03,Information Deletion,Liu2014-14,Reference deletion,0.22640513640143492
28,Spangher2022-05,Edit,Zhang2016-11,Clarity,0.22574556301211376
29,Spangher2022-05,Deletion,Rathjens1985-15,Objectivity,0.22525885208480684
30,Anthonio2020-03,Information Deletion,Daxenberger2012-09,Information-Deletion,0.2252240877742573
31,Anthonio2020-03,Information Deletion,Daxenberger2013-17,Information-Deletion,0.22521180088460735
32,Spangher2022-05,Deletion,Guo2022-16,Neutralization,0.2244792973619784
33,Spangher2022-05,Refactors,Zhang2016-11,Conventions,0.22307837072776585
34,Du2022-07,Fluency,Rathjens1985-15,Accuracy,0.2223498104381022
35,Spangher2022-05,Deletion,Zhang2016-11,General Content,0.2218336809950702
36,Anthonio2020-03,Information Modification/Insertion,Zhang2016-11,Organization,0.22145706692550146
37,Spangher2022-05,Addition,Jones2008-13,Add Link,0.22058893215632144
38,Spangher2022-05,Deletion,Rathjens1985-15,Brevity,0.2205258591688151
39,Spangher2022-05,Deletion,Rathjens1985-15,Completeness,0.2205258591688151
40,Spangher2022-05,Edit,Rathjens1985-15,Emphasis,0.2205258591688151
41,Du2022-07,Fluency,Zhang2016-11,Evidence,0.22021552083549575
42,Du2022-07,Clarity,Rathjens1985-15,Consistency,0.22017187091166757
43,Du2022-07,Fluency,Rathjens1985-15,Consistency,0.22017187091166754
44,Spangher2022-05,Deletion,Guo2022-16,Personalization,0.21911945623748097
45,Anthonio2020-03,Spelling/Grammar,Zhang2016-11,Claim/Ideas,0.21843277947357348
46,Anthonio2020-03,Information Deletion,Zhang2016-11,General Content,0.21843277947357348
47,Spangher2022-05,Deletion,Zhang2016-11,Clarity,0.218410784230157
48,Spangher2022-05,Edit,Zhang2016-11,Evidence,0.218410784230157
49,Anthonio2020-03,Information Deletion,Liu2014-14,Link deletion,0.21734390680119178
50,Spangher2022-05,Deletion,Pfeil2006-12,Reversion,0.215031153639319
51,Rajagopal2022-02,Fact Update,Guo2022-16,Dynamic Update,0.21384212357742183
52,Spangher2022-05,Deletion,Pfeil2006-12,Delete Link,0.21331009560104797
53,Rajagopal2022-02,Add New Information,Pfeil2006-12,Add Information,0.21326845542305528
54,Anthonio2020-03,Information Deletion,Jones2008-13,Significant Deletion,0.21301634157656363
55,Spangher2022-05,Addition,Guo2022-16,Elaboration,0.21229784026084786
56,Spangher2022-05,Deletion,Guo2022-16,Elaboration,0.21229784026084783
57,Anthonio2020-03,Paraphrase,Rathjens1985-15,Accuracy,0.211475030365602
58,Anthonio2020-03,Paraphrase,Rathjens1985-15,Order,0.211475030365602
59,Anthonio2020-03,Information Deletion,Rathjens1985-15,Completeness,0.211475030365602
60,Spangher2022-05,Addition,Guo2022-16,Neutralization,0.21107969455073478
61,Anthonio2020-03,Information Modification/Insertion,Liu2014-14,Reference modification,0.21041473122453522
62,Spangher2022-05,Edit,Rathjens1985-15,Order,0.21011327475363328
63,Anthonio2020-03,Information Modification/Insertion,Zhang2016-11,General Content,0.2093599171177897
64,Anthonio2020-03,Information Modification/Insertion,Zhang2016-11,Conventions,0.2093599171177897
65,Anthonio2020-03,Information Deletion,Guo2022-16,Emotionalism,0.20877751345551476
66,Anthonio2020-03,Information Deletion,Guo2022-16,Neutralization,0.20877751345551476
67,Anthonio2020-03,Information Deletion,Guo2022-16,Personalization,0.20877751345551476
68,Anthonio2020-03,Information Deletion,Liu2014-14,Sentence deletion,0.20828267720094862
69,Anthonio2020-03,Spelling/Grammar,Zhang2016-11,Warrant/Reasoning/Backing,0.2081502021370185
70,Anthonio2020-03,Paraphrase,Zhang2016-11,Warrant/Reasoning/Backing,0.2081502021370185
71,Anthonio2020-03,Paraphrase,Zhang2016-11,General Content,0.2081502021370185
72,Anthonio2020-03,Paraphrase,Zhang2016-11,Clarity,0.2081502021370185
73,Spangher2022-05,Refactors,Zhang2016-11,General Content,0.20814209393541744
74,Spangher2022-05,Deletion,Liu2014-14,Sentence deletion,0.208049804948828
75,Du2022-07,Coherence,Guo2022-16,Forward Reference,0.2077302392228635
76,Spangher2022-05,Deletion,Guo2022-16,Concision,0.2066131602803203
77,Spangher2022-05,Addition,Guo2022-16,Personalization,0.20661316028032028
78,Spangher2022-05,Addition,Rathjens1985-15,Consistency,0.20632688042083985
79,Spangher2022-05,Addition,Rathjens1985-15,Objectivity,0.20632688042083985
80,Spangher2022-05,Edit,Rathjens1985-15,Consistency,0.20632688042083985
81,Spangher2022-05,Edit,Rathjens1985-15,Objectivity,0.20632688042083985
82,Spangher2022-05,Refactors,Rathjens1985-15,Objectivity,0.20632688042083985
83,Spangher2022-05,Addition,Pfeil2006-12,Add Link,0.20556533442882846
84,Anthonio2020-03,Spelling/Grammar,Pfeil2006-12,Spelling,0.20550516733635601
85,Anthonio2020-03,Information Modification/Insertion,Liu2014-14,Link modification,0.20508459616556865
86,Anthonio2020-03,Information Modification/Insertion,Liu2014-14,Reference insertion,0.20508459616556865
87,Anthonio2020-03,Paraphrase,Zhang2016-11,Claim/Ideas,0.20441108310554396
88,Spangher2022-05,Deletion,Liu2014-14,Reference deletion,0.20394914625346955
89,Du2022-07,Fluency,Zhang2016-11,Clarity,0.203318831502006
90,Anthonio2020-03,Information Modification/Insertion,Zhang2016-11,Warrant/Reasoning/Backing,0.20331134221393382
91,Spangher2022-05,Addition,Liu2014-14,Link deletion,0.20318308913455643
92,Spangher2022-05,Refactors,Rathjens1985-15,Completeness,0.20317155181017874
93,Du2022-07,Clarity,Rathjens1985-15,Objectivity,0.20274835470019031
94,Spangher2022-05,Addition,Jones2008-13,Significant Addition,0.20271249364002467
95,Spangher2022-05,Deletion,Jones2008-13,Significant Deletion,0.20271249364002467
96,Rajagopal2022-02,Add Supporting Evidence,Zhang2016-11,Evidence,0.2020366271534653
97,Spangher2022-05,Edit,Zhang2016-11,Organization,0.20129630040559107
98,Spangher2022-05,Refactors,Zhang2016-11,Organization,0.20129630040559107
99,Anthonio2020-03,Paraphrase,Zhang2016-11,Organization,0.20129515057931516
100,Du2022-07,Clarity,Guo2022-16,Citation,0.2011802843319661
101,Anthonio2020-03,Information Deletion,Rathjens1985-15,Brevity,0.20099097493238707
102,Anthonio2020-03,Information Deletion,Rathjens1985-15,Consistency,0.20099097493238707
103,Anthonio2020-03,Information Deletion,Rathjens1985-15,Objectivity,0.20099097493238707
104,Du2022-07,Coherence,Zhang2016-11,Conventions,0.20086113123531663
105,Du2022-07,Clarity,Zhang2016-11,Claim/Ideas,0.20086113123531663
106,Anthonio2020-03,Information Modification/Insertion,Rathjens1985-15,Completeness,0.20037426578925682
107,Anthonio2020-03,Information Modification/Insertion,Rathjens1985-15,Consistency,0.20037426578925682
108,Spangher2022-05,Refactors,Zhang2016-11,Warrant/Reasoning/Backing,0.1999271416996258
109,Anthonio2020-03,Information Deletion,Zhang2016-11,Warrant/Reasoning/Backing,0.19992414026777455
110,Spangher2022-05,Addition,Pfeil2006-12,Add Information,0.19988584290253422
111,Anthonio2020-03,Information Modification/Insertion,Liu2014-14,Sentence insertion,0.19975446110660208
112,Anthonio2020-03,Information Modification/Insertion,Liu2014-14,Sentence modification,0.19975446110660208
113,Du2022-07,Coherence,Zhang2016-11,General Content,0.19971420444419488
114,Anthonio2020-03,Information Deletion,Guo2022-16,Elaboration,0.19944244564915242
115,Anthonio2020-03,Information Deletion,Liu2014-14,Sentence insertion,0.19922144760070543
116,Anthonio2020-03,Information Deletion,Liu2014-14,Link insertion,0.19922144760070543
117,Anthonio2020-03,Information Deletion,Liu2014-14,Reference insertion,0.19922144760070543
118,Du2022-07,Clarity,Guo2022-16,Elaboration,0.19915575282023418
119,Yang2017-01,Elaboration,Guo2022-16,Elaboration,0.19884025352386367
120,Anthonio2020-03,Information Deletion,Daxenberger2012-09,Information-Insertion,0.19875230950213316
121,Anthonio2020-03,Information Deletion,Daxenberger2013-17,Information-Insertion,0.19873600691657461
122,Du2022-07,Clarity,Rathjens1985-15,Accuracy,0.19839247564732104
123,Du2022-07,Fluency,Rathjens1985-15,Completeness,0.198392475647321
124,Spangher2022-05,Deletion,Liu2014-14,Link insertion,0.19825843622725786
125,Spangher2022-05,Addition,Liu2014-14,Link insertion,0.19825843622725783
126,Rajagopal2022-02,Add New Information,Pfeil2006-12,Delete Information,0.19809094111221728
127,Anthonio2020-03,Information Deletion,Zhang2016-11,Claim/Ideas,0.19786762480046352
128,Anthonio2020-03,Information Deletion,Zhang2016-11,Clarity,0.19786762480046352
129,Spangher2022-05,Addition,Liu2014-14,Link modification,0.19750525401790628
130,Anthonio2020-03,Information Modification/Insertion,Zhang2016-11,Claim/Ideas,0.19726276731007794
131,Du2022-07,Clarity,Zhang2016-11,Organization,0.19656015576861016
132,Rajagopal2022-02,Add New Information,Zhang2016-11,Organization,0.19623749487186323
133,Spangher2022-05,Deletion,Pfeil2006-12,Delete Information,0.19609951521833802
134,Anthonio2020-03,Spelling/Grammar,Rathjens1985-15,Brevity,0.19574894721577957
135,Anthonio2020-03,Spelling/Grammar,Rathjens1985-15,Accuracy,0.19574894721577957
136,Anthonio2020-03,Spelling/Grammar,Rathjens1985-15,Order,0.19574894721577957
137,Anthonio2020-03,Information Modification/Insertion,Jones2008-13,Significant Deletion,0.1955625818493838
138,Anthonio2020-03,Information Modification/Insertion,Jones2008-13,Significant Addition,0.1955625818493838
139,Spangher2022-05,Addition,Jones2008-13,Disambiguation,0.19505116284732602
140,Spangher2022-05,Deletion,Jones2008-13,Disambiguation,0.19505116284732602
141,Anthonio2020-03,Spelling/Grammar,Pfeil2006-12,Grammar,0.19486539430997796
142,Du2022-07,Meaning-Changed,Zhang2016-11,Warrant/Reasoning/Backing,0.19466772656325929
143,Spangher2022-05,Addition,Rathjens1985-15,Brevity,0.19449439813086053
144,Spangher2022-05,Addition,Rathjens1985-15,Accuracy,0.19449439813086053
145,Spangher2022-05,Addition,Rathjens1985-15,Order,0.19449439813086053
146,Spangher2022-05,Deletion,Rathjens1985-15,Order,0.19449439813086053
147,Spangher2022-05,Addition,Zhang2016-11,General Content,0.19445050687576465
148,Anthonio2020-03,Information Modification/Insertion,Liu2014-14,Link insertion,0.19442432604763552
149,Falting2021-04,Elaboration,Guo2022-16,Elaboration,0.19433112783288517
150,Anthonio2020-03,Information Modification/Insertion,Rathjens1985-15,Order,0.19420717435795387
151,Anthonio2020-03,Information Modification/Insertion,Rathjens1985-15,Emphasis,0.19420717435795387
152,Anthonio2020-03,Information Modification/Insertion,Rathjens1985-15,Objectivity,0.19420717435795387
153,Spangher2022-05,Deletion,Liu2014-14,Sentence insertion,0.19399040370759907
154,Spangher2022-05,Refactors,Liu2014-14,Revert,0.19399040370759907
155,Anthonio2020-03,Information Deletion,Liu2014-14,Reference modification,0.1934552105823689
156,Anthonio2020-03,Paraphrase,Guo2022-16,Personalization,0.19321906711157746
157,Du2022-07,Coherence,Rathjens1985-15,Accuracy,0.19306862347159187
158,Du2022-07,Coherence,Rathjens1985-15,Order,0.19306862347159187
159,Anthonio2020-03,Information Modification/Insertion,Guo2022-16,Personalization,0.19285298602113188
160,Spangher2022-05,Addition,Zhang2016-11,Clarity,0.1927390584933081
161,Anthonio2020-03,Spelling/Grammar,Zhang2016-11,Clarity,0.19272633613218598
162,Anthonio2020-03,Spelling/Grammar,Zhang2016-11,Organization,0.19272633613218598
163,Zhang2015-06,Organization,Guo2022-16,Personalization,0.19216394200798148
164,Spangher2022-05,Addition,Zhang2016-11,Warrant/Reasoning/Backing,0.19171218946383414
165,Spangher2022-05,Deletion,Zhang2016-11,Warrant/Reasoning/Backing,0.19171218946383414
166,Spangher2022-05,Refactors,Rathjens1985-15,Brevity,0.19160201357108783
167,Spangher2022-05,Refactors,Rathjens1985-15,Order,0.19160201357108783
168,Spangher2022-05,Refactors,Rathjens1985-15,Emphasis,0.19160201357108783
169,Du2022-07,Coherence,Zhang2016-11,Clarity,0.1913034079759689
170,Anthonio2020-03,Information Modification/Insertion,Zhang2016-11,Evidence,0.19121419240622203
171,Spangher2022-05,Addition,Guo2022-16,Emotionalism,0.19098029033386946
172,Spangher2022-05,Deletion,Guo2022-16,Emotionalism,0.19098029033386946
173,Spangher2022-05,Deletion,Liu2014-14,Reference insertion,0.19084553764048207
174,Spangher2022-05,Addition,Jones2008-13,Add Image,0.19079486796249348
175,Spangher2022-05,Deletion,Jones2008-13,Fix or Delete Link,0.19079486796249345
176,Spangher2022-05,Refactors,Jones2008-13,Revert,0.19079486796249345
177,Anthonio2020-03,Paraphrase,Rathjens1985-15,Brevity,0.19050691949917212
178,Anthonio2020-03,Information Deletion,Rathjens1985-15,Accuracy,0.19050691949917212
179,Anthonio2020-03,Information Deletion,Rathjens1985-15,Order,0.19050691949917212
180,Anthonio2020-03,Information Deletion,Rathjens1985-15,Emphasis,0.19050691949917212
181,Rajagopal2022-02,Add New Information,Pfeil2006-12,Clarify Information,0.19050218395679824
182,Anthonio2020-03,Information Deletion,Liu2014-14,Link modification,0.1901602180004623
183,Anthonio2020-03,Information Deletion,Guo2022-16,Forward Reference,0.19010737784279003
184,Anthonio2020-03,Information Deletion,Guo2022-16,Citation,0.19010737784279003
185,Anthonio2020-03,Information Deletion,Guo2022-16,Concision,0.19010737784279003
186,Spangher2022-05,Refactors,Zhang2016-11,Clarity,0.1898866445225471
187,Anthonio2020-03,Information Modification/Insertion,Rathjens1985-15,Brevity,0.18804008292665098
188,Anthonio2020-03,Information Modification/Insertion,Rathjens1985-15,Accuracy,0.18804008292665098
189,Zhang2015-06,Organization,Guo2022-16,Neutralization,0.18797839884670045
190,Anthonio2020-03,Paraphrase,Zhang2016-11,Evidence,0.18758504746390853
191,Anthonio2020-03,Information Deletion,Zhang2016-11,Evidence,0.18758504746390853
192,Anthonio2020-03,Information Deletion,Liu2014-14,Sentence modification,0.18757129525753566
193,Spangher2022-05,Deletion,Rathjens1985-15,Consistency,0.18739490875687295
194,Spangher2022-05,Refactors,Rathjens1985-15,Consistency,0.18739490875687295
195,Anthonio2020-03,Paraphrase,Guo2022-16,Forward Reference,0.18736176966444817
196,Anthonio2020-03,Information Modification/Insertion,Guo2022-16,Emotionalism,0.18736176966444817
197,Anthonio2020-03,Information Modification/Insertion,Guo2022-16,Neutralization,0.18736176966444817
198,Anthonio2020-03,Information Modification/Insertion,Guo2022-16,Concision,0.18736176966444817
199,Du2022-07,Meaning-Changed,Zhang2016-11,Claim/Ideas,0.1870980097418559
200,Du2022-07,Meaning-Changed,Zhang2016-11,Evidence,0.1870980097418559
201,Du2022-07,Meaning-Changed,Zhang2016-11,General Content,0.1870980097418559
202,Du2022-07,Meaning-Changed,Zhang2016-11,Organization,0.1870980097418559
203,Anthonio2020-03,Paraphrase,Rathjens1985-15,Completeness,0.18701223435476716
204,Spangher2022-05,Addition,Liu2014-14,Sentence deletion,0.18696070308698462
205,Yang2017-01,Disambiguation,Jones2008-13,Disambiguation,0.18684744437706505
206,Yang2017-01,Vandalism,Jones2008-13,Vandalism,0.18684744437706505
207,Anthonio2020-03,Information Modification/Insertion,Daxenberger2012-09,Information-Modification,0.18672864252819746
208,Anthonio2020-03,Information Modification/Insertion,Daxenberger2013-17,Information-Modification,0.18671051598545027
209,Rajagopal2022-02,Add New Information,Zhang2016-11,Conventions,0.18671034898065994
210,Anthonio2020-03,Information Deletion,Jones2008-13,Disambiguation,0.18604234927092209
211,Rajagopal2022-02,Remove Existing Information,Zhang2016-11,Organization,0.18600463447020044
212,Spangher2022-05,Addition,Rathjens1985-15,Completeness,0.18581724445154238
213,Spangher2022-05,Edit,Rathjens1985-15,Completeness,0.18581724445154238
214,Spangher2022-05,Refactors,Guo2022-16,Citation,0.1857693336850525
215,Spangher2022-05,Addition,Zhang2016-11,Claim/Ideas,0.18573767874689479
216,Spangher2022-05,Edit,Zhang2016-11,Claim/Ideas,0.18573767874689479
217,Spangher2022-05,Edit,Zhang2016-11,Conventions,0.18573767874689479
218,Spangher2022-05,Refactors,Zhang2016-11,Claim/Ideas,0.18573767874689479
219,Spangher2022-05,Addition,Liu2014-14,Sentence modification,0.1854543386682815
220,Spangher2022-05,Deletion,Liu2014-14,Sentence modification,0.1854543386682815
221,Du2022-07,Fluency,Rathjens1985-15,Objectivity,0.18532483848871306
222,Anthonio2020-03,Information Modification/Insertion,Zhang2016-11,Clarity,0.18516561750236618
223,Du2022-07,Coherence,Liu2014-14,Reference deletion,0.18441599171414197
224,Rajagopal2022-02,Point-of-view Change,Zhang2016-11,Conventions,0.18432856250785906
225,Spangher2022-05,Refactors,Guo2022-16,Neutralization,0.18428048892824767
226,Spangher2022-05,Addition,Liu2014-14,Sentence insertion,0.1840316611617286
227,Spangher2022-05,Addition,Liu2014-14,Reference deletion,0.1840316611617286
228,Spangher2022-05,Refactors,Liu2014-14,Reference deletion,0.1840316611617286
229,Anthonio2020-03,Information Modification/Insertion,Liu2014-14,Reference deletion,0.18376405592970238
230,Du2022-07,Fluency,Zhang2016-11,Conventions,0.18365722936849072
231,Du2022-07,Coherence,Zhang2016-11,Claim/Ideas,0.18365722936849072
232,Du2022-07,Clarity,Zhang2016-11,Conventions,0.18365722936849072
233,Anthonio2020-03,Paraphrase,Guo2022-16,Dynamic Update,0.1834394722668169
234,Anthonio2020-03,Paraphrase,Guo2022-16,Neutralization,0.1834394722668169
235,Rajagopal2022-02,Word-Smithing,Rathjens1985-15,Brevity,0.18319289083335355
236,Spangher2022-05,Addition,Liu2014-14,Reference modification,0.18312632093028583
237,Spangher2022-05,Deletion,Liu2014-14,Reference modification,0.1831263209302858
238,Anthonio2020-03,Spelling/Grammar,Rathjens1985-15,Completeness,0.18264387792426093
239,Anthonio2020-03,Spelling/Grammar,Rathjens1985-15,Emphasis,0.18264387792426093
240,Anthonio2020-03,Spelling/Grammar,Rathjens1985-15,Consistency,0.18264387792426093
241,Anthonio2020-03,Spelling/Grammar,Rathjens1985-15,Objectivity,0.18264387792426093
242,Rajagopal2022-02,Word-Smithing,Zhang2016-11,Warrant/Reasoning/Backing,0.18251840478853046
243,Du2022-07,Clarity,Rathjens1985-15,Completeness,0.18242091912013353
244,Du2022-07,Style,Rathjens1985-15,Completeness,0.18242091912013353
245,Anthonio2020-03,Information Modification/Insertion,Guo2022-16,Dynamic Update,0.1818705533077644
246,Anthonio2020-03,Information Modification/Insertion,Guo2022-16,Forward Reference,0.1818705533077644
247,Anthonio2020-03,Information Modification/Insertion,Guo2022-16,Elaboration,0.1818705533077644
248,Spangher2022-05,Refactors,Guo2022-16,Paraphrase,0.18160056836599894
249,Spangher2022-05,Refactors,Guo2022-16,Personalization,0.18160056836599894
250,Falting2021-04,Vandalism,Jones2008-13,Vandalism,0.18159704000303914
251,Falting2021-04,Disambiguation,Jones2008-13,Disambiguation,0.18159704000303914
252,Spangher2022-05,Deletion,Daxenberger2012-09,File-Deletion,0.18158958257355212
253,Spangher2022-05,Deletion,Daxenberger2013-17,File-Deletion,0.1815519683641836
254,Spangher2022-05,Addition,Liu2014-14,Reference insertion,0.18141093943913106
255,Spangher2022-05,Refactors,Liu2014-14,Reference insertion,0.18141093943913106
256,Du2022-07,Coherence,Liu2014-14,Reference insertion,0.1813901553818951
257,Zhang2015-06,Evidence,Rathjens1985-15,Consistency,0.18125390552199708
258,Du2022-07,Meaning-Changed,Jones2008-13,Structual Changes,0.18105466448908797
259,Rajagopal2022-02,Word-Smithing,Zhang2016-11,Conventions,0.1808474899706886
260,Anthonio2020-03,Information Deletion,Guo2022-16,Dynamic Update,0.1807723100364276
261,Spangher2022-05,Edit,Zhang2016-11,General Content,0.18075891981611197
262,Rajagopal2022-02,Add Supporting Evidence,Rathjens1985-15,Consistency,0.18073623071729578
263,Rajagopal2022-02,Add New Information,Guo2022-16,Neutralization,0.18067106365935381
264,Rajagopal2022-02,Add New Information,Guo2022-16,Personalization,0.18067106365935381
265,Rajagopal2022-02,Add New Information,Guo2022-16,Elaboration,0.18067106365935381
266,Anthonio2020-03,Information Deletion,Pfeil2006-12,Add Information,0.1799697120730487
267,Anthonio2020-03,Spelling/Grammar,Zhang2016-11,Evidence,0.17987311446149226
268,Anthonio2020-03,Spelling/Grammar,Zhang2016-11,General Content,0.17987311446149226
269,Anthonio2020-03,Spelling/Grammar,Zhang2016-11,Conventions,0.17987311446149226
270,Rajagopal2022-02,Remove Existing Information,Pfeil2006-12,Delete Information,0.1795406458434153
271,Anthonio2020-03,Information Deletion,Daxenberger2012-09,Information-Modification,0.1794848759496378
272,Anthonio2020-03,Information Deletion,Daxenberger2013-17,Information-Modification,0.17946565054743682
273,Spangher2022-05,Deletion,Daxenberger2012-09,Relocation,0.17938358364503054
274,Spangher2022-05,Deletion,Daxenberger2013-17,Relocation,0.17934525445921884
275,Rajagopal2022-02,Remove Existing Information,Zhang2016-11,Conventions,0.17930034662083513
276,Spangher2022-05,Deletion,Liu2014-14,Revert,0.17905228988879332
277,Anthonio2020-03,Spelling/Grammar,Guo2022-16,Personalization,0.17843854308483706
278,Anthonio2020-03,Spelling/Grammar,Guo2022-16,Elaboration,0.17843854308483706
279,Anthonio2020-03,Information Modification/Insertion,Liu2014-14,Sentence deletion,0.17843392087073584
280,Anthonio2020-03,Information Modification/Insertion,Liu2014-14,Link deletion,0.17843392087073584
281,Zhang2015-06,Conventions/Grammar/Spelling,Zhang2016-11,Conventions,0.1782850590430185
282,Spangher2022-05,Deletion,Jones2008-13,Fix or Delete Image,0.1782499988282501
283,Spangher2022-05,Edit,Guo2022-16,Elaboration,0.17818976037768236
284,Du2022-07,Clarity,Rathjens1985-15,Order,0.17785761725522284
285,Du2022-07,Fluency,Rathjens1985-15,Brevity,0.1778576172552228
286,Du2022-07,Fluency,Rathjens1985-15,Order,0.1778576172552228
287,Zhang2015-06,Word-usage/Clarity,Zhang2016-11,Clarity,0.17766187380467968
288,Rajagopal2022-02,Point-of-view Change,Rathjens1985-15,Consistency,0.17754257256642061
289,Zhang2015-06,Organization,Guo2022-16,Citation,0.17751454094349803
290,Zhang2015-06,Organization,Guo2022-16,Elaboration,0.17751454094349803
291,Zhang2015-06,Rebuttal/Reservation,Guo2022-16,Neutralization,0.17751454094349803
292,Anthonio2020-03,Paraphrase,Guo2022-16,Elaboration,0.17737773992502315
293,Spangher2022-05,Refactors,Guo2022-16,Forward Reference,0.1771865815575893
294,Spangher2022-05,Addition,Pfeil2006-12,Reversion,0.1771678767973571
295,Anthonio2020-03,Information Deletion,Jones2008-13,Significant Addition,0.17705101850237492
296,Anthonio2020-03,Information Deletion,Jones2008-13,Fix or Delete Link,0.17705101850237492
297,Spangher2022-05,Deletion,Liu2014-14,Link modification,0.17641615215606293
298,Anthonio2020-03,Information Modification/Insertion,Guo2022-16,Citation,0.17637933695108066
299,Du2022-07,Fluency,Guo2022-16,Forward Reference,0.17629045574655602
300,Du2022-07,Meaning-Changed,Rathjens1985-15,Emphasis,0.17603229650925853
301,Du2022-07,Meaning-Changed,Rathjens1985-15,Consistency,0.17603229650925853
302,Spangher2022-05,Deletion,Jones2008-13,Revert,0.17589783586557947
303,Spangher2022-05,Edit,Jones2008-13,Add Link,0.17589783586557947
304,Spangher2022-05,Addition,Jones2008-13,Significant Deletion,0.17589783586557942
305,Spangher2022-05,Edit,Guo2022-16,Emotionalism,0.1753474203874186
306,Spangher2022-05,Edit,Zhang2016-11,Warrant/Reasoning/Backing,0.17528228499225088
307,Rajagopal2022-02,Point-of-view Change,Zhang2016-11,Evidence,0.17527777391121593
308,Spangher2022-05,Refactors,Liu2014-14,Reference modification,0.1749782588473009
309,Rajagopal2022-02,Remove Existing Information,Rathjens1985-15,Consistency,0.17482204895641593
310,Yang2017-01,Vandalism,Pfeil2006-12,Vandalism,0.1746066575508236
311,Anthonio2020-03,Paraphrase,Guo2022-16,Emotionalism,0.1745489314988527
312,Du2022-07,Fluency,Zhang2016-11,General Content,0.17448181503951687
313,Du2022-07,Clarity,Zhang2016-11,General Content,0.17448181503951687
314,Du2022-07,Style,Zhang2016-11,General Content,0.17448181503951687
315,Du2022-07,Meaning-Changed,Zhang2016-11,Conventions,0.17448181503951687
316,Du2022-07,Meaning-Changed,Zhang2016-11,Clarity,0.17448181503951687
317,Du2022-07,Clarity,Rathjens1985-15,Emphasis,0.1744351408565398
318,Anthonio2020-03,Paraphrase,Jones2008-13,Structual Changes,0.17440650945280223
319,Anthonio2020-03,Information Modification/Insertion,Daxenberger2012-09,Information-Insertion,0.17431075696495232
320,Anthonio2020-03,Information Modification/Insertion,Daxenberger2013-17,Information-Insertion,0.17429074666314154
321,Rajagopal2022-02,Fact Update,Rathjens1985-15,Accuracy,0.17420374813596032
322,Du2022-07,Coherence,Liu2014-14,Reference modification,0.17396310256638003
323,Du2022-07,Coherence,Guo2022-16,Concision,0.1739615828964592
324,Du2022-07,Clarity,Guo2022-16,Concision,0.1739615828964592
325,Anthonio2020-03,Paraphrase,Pfeil2006-12,Mark-up Language,0.17358584825722187
326,Du2022-07,Style,Zhang2016-11,Evidence,0.17290479070172454
327,Rajagopal2022-02,Add Supporting Evidence,Rathjens1985-15,Accuracy,0.17275208534010797
328,Rajagopal2022-02,Add Supporting Evidence,Rathjens1985-15,Completeness,0.17275208534010797
329,Rajagopal2022-02,Add Supporting Evidence,Rathjens1985-15,Objectivity,0.17275208534010797
330,Rajagopal2022-02,Remove Existing Information,Zhang2016-11,General Content,0.1725960587714698
331,Du2022-07,Clarity,Guo2022-16,Dynamic Update,0.17254762438032897
332,Du2022-07,Clarity,Guo2022-16,Neutralization,0.17254762438032897
